id,target
1294,7.4886622
1295,7.685968
1299,7.584626
1301,7.433801
1302,7.0874357
1303,7.5543413
1306,7.3215175
1308,7.17627
1310,7.3252835
1311,7.194431
1314,7.5660214
1317,7.6195354
1319,6.934535
1323,7.176607
1325,7.90345
1331,7.3720407
1332,7.516573
1335,7.429307
1337,6.9019303
1338,7.111406
1340,7.525242
1341,6.745786
1343,7.5602193
1345,7.4717116
1346,7.2796116
1347,7.7024183
1349,7.485021
1351,7.642526
1357,7.3606224
1364,6.813639
1365,7.5748143
1366,7.3550467
1369,7.4155374
1371,7.186798
1373,7.621882
1382,7.3558726
1385,7.610508
1386,7.635144
1389,7.0822697
1392,7.6758156
1394,7.275739
1398,7.732744
1400,7.122055
1401,7.397417
1403,6.903669
1405,7.9585795
1406,7.544721
1413,7.462926
1414,7.3879957
1415,7.237118
1420,7.5881143
1421,7.398786
1423,7.181059
1426,7.360205
1427,7.3027363
1428,7.080258
1429,7.605635
1430,7.3953004
1431,6.8957677
1432,7.655319
1434,7.2443624
1435,7.856746
1436,7.853441
1439,7.941685
1443,7.1046805
1444,7.586872
1445,7.158675
1447,6.962204
1450,7.4985065
1451,7.7438793
1452,7.507555
1453,7.3513927
1454,7.468223
1455,7.674666
1457,7.196687
1459,7.17605
1466,7.5449276
1467,7.635423
1468,7.6238756
1469,7.936655
1472,7.601818
1475,6.8949294
1476,7.949105
1477,7.7929215
1483,7.444515
1484,7.4985833
1485,7.478253
1488,7.4897666
1491,7.7482634
1494,7.3410654
1498,7.0965075
1502,7.4619174
1503,7.517318
1506,7.2145886
1509,7.754809
1511,7.093169
1516,7.0816784
1518,7.4117064
1519,7.577242
1523,8.197191
1526,7.6086373
1532,7.653989
1535,7.7525735
1538,7.2404304
1539,7.3915005
1541,7.384759
1543,7.3906136
1544,7.6096716
1546,8.160214
1547,7.16542
1548,6.696609
1555,7.383487
1556,7.7731285
1558,7.4590883
1559,7.783777
1561,7.5522175
1562,7.508627
1564,7.432793
1567,7.4650607
1568,6.9412923
1569,7.581571
1575,7.245135
1576,6.9149046
1578,7.8525963
1583,7.3697724
1584,8.319724
1587,8.2287445
1595,7.6477127
1596,7.542538
1597,7.0176177
1601,6.9724646
1604,7.9060383
1611,7.294268
1613,7.1784954
1615,7.235273
1616,7.767984
1620,7.3902564
1622,7.7318153
1626,7.1144547
1628,6.8461614
1629,7.2990055
1633,7.627605
1635,7.565577
1636,7.924683
1637,7.6210613
1640,7.2828894
1642,7.57829
1643,7.311692
1644,7.541027
1646,7.53275
1647,7.5032578
1648,7.3006477
1654,7.1550574
1657,7.136162
1658,7.283532
1661,6.5266056
1668,7.1086817
1669,8.124537
1670,7.391754
1672,6.7848563
1675,7.284558
1676,8.032625
1678,7.216992
1679,7.330382
1684,7.573823
1686,7.1237054
1691,7.0966535
1692,7.552446
1697,7.615124
1699,7.7712646
1700,6.596151
1703,7.4626985
1704,7.044832
1707,7.7759905
1708,7.844385
1711,7.241122
1713,6.8948426
1714,7.6693845
1717,7.5161695
1721,6.8923473
1723,6.869213
1724,7.600177
1727,7.6284747
1728,7.379091
1731,7.885613
1735,7.7786403
1736,7.5390196
1738,7.4393787
1740,7.0676646
1741,7.780903
1743,7.530861
1744,7.4827733
1745,7.686616
1746,7.5200896
1747,7.6191006
1750,7.3682194
1753,7.3987136
1760,7.380359
1762,7.21064
1763,7.1610208
1764,7.267673
1766,7.9931855
1767,7.4869256
1769,7.6399035
1770,7.6087627
1773,7.2386675
1775,6.9830813
1779,7.3972974
1785,7.4691987
1786,7.69619
1787,7.3994365
1791,7.300839
1794,7.9633737
1795,7.8750553
1801,7.077519
1805,7.6447306
1811,8.258514
1815,7.502183
1816,7.052574
1820,7.561972
1822,7.485794
1823,7.5932465
1824,7.544566
1825,7.1875916
1826,6.9337845
1829,7.279334
1831,7.7377796
1834,7.7622
1835,7.4145207
1837,7.4168158
1839,7.2329874
1850,7.5817475
1851,7.336463
1852,7.8886824
1853,7.53565
1854,7.191502
1855,7.819954
1857,7.4384146
1859,6.8028245
1860,7.415526
1861,6.8676724
1864,7.526319
1865,7.3202343
1867,7.586906
1871,6.7847877
1872,7.447227
1873,7.265628
1875,7.422686
1876,7.424819
1880,7.2655783
1882,7.467886
1883,7.4543467
1885,7.25098
1888,7.6806874
1894,7.3685656
1902,7.8174934
1903,7.7829213
1908,6.70266
1910,7.8225393
1915,7.084346
1921,7.622899
1923,7.2356405
1929,7.435407
1930,7.4969244
1932,7.747127
1935,7.300808
1936,7.3775
1937,7.543121
1938,7.422746
1939,7.6715307
1945,7.6445594
1947,7.50147
1950,6.630002
1952,7.805961
1955,7.3940206
1962,7.387637
1963,7.2352095
1964,7.7213306
1967,7.4666824
1968,7.7580423
1969,7.5516167
1972,6.985455
1974,7.1733866
1977,7.5121837
1978,7.8615866
1979,8.388783
1982,7.801753
1984,7.231074
1985,7.21188
1988,7.0199995
1989,7.123962
1992,7.8356514
1994,7.531758
1995,7.5387726
1996,7.694299
2001,7.664476
2003,7.2213264
2007,7.1359196
2008,7.487115
2010,7.6229773
2011,7.4141955
2012,7.7394304
2014,7.894146
2015,7.168106
2017,7.5790067
2018,7.2533245
2020,8.312661
2023,7.788922
2024,7.7169003
2025,7.480662
2028,7.3826694
2029,7.345671
2033,7.3623557
2034,6.8733068
2035,7.4293246
2036,7.136401
2037,7.3571844
2038,7.5193734
2039,7.2054377
2045,7.3286996
2046,7.4398217
2052,7.4535627
2059,7.330808
2063,7.74609
2064,7.376556
2065,7.412232
2066,7.4130282
2069,7.3436837
2078,7.7191963
2082,7.5684896
2086,7.205951
2090,7.54704
2095,7.645085
2097,7.2895126
2100,7.5845194
2101,8.190644
2103,7.2423005
2104,7.489612
2105,7.636056
2107,7.091007
2108,7.910048
2109,7.5698647
2111,7.1123176
2112,7.824427
2114,7.478127
2115,7.45494
2116,7.5173655
2117,7.193904
2118,7.0519004
2119,7.2616954
2120,7.306101
2121,7.1792994
2122,6.8698006
2123,7.2437267
2124,7.5227695
2126,6.927993
2129,7.4258027
2130,7.1873045
2131,7.2649045
2134,7.4727464
2136,7.090571
2137,7.1839547
2141,7.2110615
2142,7.3140855
2148,7.477955
2150,7.7766647
2153,7.8855615
2154,7.5494084
2155,7.732551
2156,7.6396523
2158,7.3953996
2159,7.693287
2164,7.752198
2165,7.898921
2166,7.1407213
2170,7.127224
2174,7.488708
2175,7.457059
2178,7.4252963
2179,7.256099
2184,7.686179
2185,7.5602694
2186,6.8551126
2190,8.111201
2195,6.9847264
2196,6.6985006
2197,7.8601904
2198,7.1180525
2199,7.719834
2201,7.2602944
2203,7.4955626
2204,7.2773952
2205,7.0954566
2206,7.804351
2211,7.4444437
2214,7.222286
2216,7.580049
2217,7.36504
2218,7.4013634
2219,6.97772
2220,7.5366216
2221,7.488974
2222,7.541082
2224,7.5627446
2227,7.728479
2231,7.4563136
2236,7.1498
2237,7.5782433
2238,7.1859493
2240,8.345659
2242,8.038598
2246,7.4480476
2248,7.7475452
2253,7.9208875
2254,7.695609
2256,7.782292
2260,7.312006
2264,7.1991057
2267,7.282116
2269,7.771316
2270,7.4076962
2271,7.0567374
2276,7.4579325
2280,7.7042103
2281,7.481174
2284,7.540004
2286,7.5094676
2288,7.712898
2289,7.432453
2295,7.483489
2302,7.8510227
2307,6.6848893
2308,7.447983
2309,8.397166
2310,7.413514
2312,7.807867
2316,7.6079597
2321,8.119412
2323,7.400751
2326,7.238833
2327,7.3828044
2329,7.5088887
2330,7.821181
2331,6.977432
2334,7.439779
2337,7.6477137
2338,7.2736745
2342,7.2578773
2346,7.5730405
2350,7.524484
2351,7.879657
2355,7.6292796
2356,7.0287223
2357,7.666829
2359,7.216198
2361,7.8702517
2365,7.515002
2369,7.3784037
2372,7.633709
2377,7.375502
2379,7.737266
2380,7.195066
2381,7.7042093
2383,7.1604395
2388,7.682256
2389,7.325182
2390,7.8826275
2392,7.4068236
2393,7.801342
2396,7.2710567
2398,7.1169233
2399,7.614504
2400,7.4383388
2402,7.0740633
2404,6.9514513
2406,7.890538
2410,7.509769
2413,7.282584
2417,7.507205
2420,7.4921355
2421,7.462125
2425,8.194299
2434,7.332864
2435,7.2682977
2438,7.45819
2439,7.6932235
2443,7.457764
2445,7.764348
2446,7.396035
2448,7.256496
2451,7.5042987
2452,7.1670103
2453,7.99197
2455,7.5101986
2457,8.57109
2458,7.2480288
2460,7.0809116
2462,7.6340475
2464,7.538489
2465,7.3952847
2470,7.0971475
2475,7.627417
2476,7.258309
2478,7.4471526
2485,6.9405565
2486,7.477215
2487,7.4726343
2489,7.5123506
2493,7.3445187
2494,7.719593
2497,7.1477127
2499,7.7560143
2500,8.021106
2505,7.3878098
2506,7.7444963
2511,6.945426
2514,7.277103
2515,7.583342
2518,7.439172
2523,7.898079
2524,6.902651
2526,7.3677506
2529,6.9914923
2533,7.5421915
2537,7.2918153
2538,7.449917
2540,7.064575
2542,8.046913
2544,6.685391
2545,7.1651664
2547,8.031764
2550,7.195442
2551,7.2068
2555,7.518708
2558,7.491446
2559,7.454283
2560,7.7208376
2563,8.036209
2572,7.2896457
2573,7.292596
2574,7.2916083
2575,7.6875706
2576,7.6197033
2578,7.4964495
2579,7.1613994
2584,7.6130066
2585,7.3505425
2587,7.602186
2589,7.5124354
2594,7.7439075
2595,7.6617084
2597,7.367837
2598,7.0518312
2602,7.669242
2603,7.198466
2604,7.505831
2606,7.484604
2607,6.8473063
2608,7.582418
2610,7.262008
2611,7.662746
2614,7.4944324
2617,6.73413
2620,6.8534694
2624,7.3797326
2625,7.2767444
2626,7.632817
2627,7.9736743
2629,7.4889
2630,7.423488
2632,7.7701097
2638,7.9398556
2639,7.4455066
2648,8.101615
2649,7.1976714
2655,7.407575
2656,7.2295575
2657,7.7634716
2659,7.6678643
2660,6.7819433
2661,7.46904
2663,7.3322663
2665,7.3424296
2668,7.7899404
2670,8.097267
2674,7.863267
2675,7.348078
2680,7.637557
2682,7.3507905
2683,7.2140875
2684,7.409556
2687,7.3346586
2688,7.503127
2689,7.0984282
2690,7.6960917
2691,7.1901503
2693,7.686647
2694,7.389542
2699,7.3423843
2702,7.2322073
2703,7.040993
2709,7.206985
2716,7.7298064
2717,7.216316
2719,7.434118
2721,7.4306893
2722,7.869843
2732,7.464332
2735,7.296515
2739,7.4049835
2743,7.5488634
2744,7.2549763
2747,7.525695
2748,7.386859
2750,7.5949516
2752,7.7059603
2753,7.4370236
2755,7.4912643
2756,7.5312824
2759,7.2051377
2761,7.5990257
2762,7.040208
2763,7.319635
2764,7.5987816
2770,7.1555386
2771,6.963428
2772,7.6893353
2773,7.9541006
2775,7.628692
2780,7.256023
2782,7.086821
2783,7.357255
2789,7.4379544
2796,7.223831
2798,7.526156
2799,7.1472316
2800,7.6135263
2806,7.690363
2807,7.391702
2814,7.4136786
2817,6.9792104
2818,7.772095
2820,7.309758
2821,7.607299
2822,7.2461157
2826,7.469332
2827,7.8445683
2828,7.515723
2830,7.5899434
2831,7.4988523
2832,7.3861523
2841,7.3262477
2842,7.693616
2848,7.545422
2849,7.6176834
2851,7.2199836
2852,7.184285
2853,6.8693533
2854,7.6187477
2860,6.993223
2862,7.4113665
2865,7.3397527
2866,7.671692
2867,7.155286
2870,7.5290146
2875,7.9198976
2877,7.41369
2878,7.576531
2879,7.0368013
2882,7.5745587
2883,7.9381866
2884,7.118805
2885,7.410675
2886,7.608662
2887,7.9611626
2889,7.686339
2890,7.168104
2895,7.445918
2896,8.078752
2897,7.2014813
2899,7.842804
2902,7.5021214
2908,7.657246
2914,7.1694055
2916,7.391881
2917,7.620879
2918,7.655627
2920,7.251765
2922,7.5496974
2925,7.4672117
2928,7.1534004
2929,7.134624
2932,7.608889
2933,7.3544765
2934,7.476111
2935,7.5306606
2936,7.298092
2937,7.9631224
2939,7.598004
2943,7.537279
2946,7.4744973
2949,7.007541
2950,7.737062
2951,7.1560283
2953,7.427645
2959,7.7795606
2963,7.5432577
2967,7.663466
2970,7.530276
2974,7.061793
2977,7.67661
2980,7.4604564
2981,7.350456
2986,7.553998
2987,7.0996995
2988,7.106369
2991,7.5512424
2993,7.750176
2994,7.331447
2995,7.42143
2996,7.210965
3001,6.7408266
3003,7.90574
3005,8.165319
3008,7.1200333
3009,7.646667
3010,7.2496347
3011,7.441335
3012,7.668067
3017,7.775481
3020,6.9067364
3021,7.4708424
3022,7.4587255
3027,7.6262007
3030,7.029825
3031,7.163009
3032,7.311103
3033,7.2209005
3035,7.598717
3038,7.4977236
3040,7.600234
3043,7.2775793
3045,7.7199345
3046,7.3507743
3057,7.269057
3058,8.054233
3059,7.587961
3061,7.5546355
3062,7.5691605
3063,7.3902254
3064,7.646938
3067,7.2484837
3068,7.4411526
3070,7.2356796
3074,7.754901
3076,7.3843994
3077,7.8744593
3078,8.2250185
3079,7.6351004
3082,7.2281528
3083,7.606115
3084,7.4270487
3088,7.589029
3089,7.064071
3090,7.836545
3091,7.9205627
3092,7.5362964
3093,7.703639
3097,7.668335
3098,7.042974
3099,7.5334167
3104,7.6233134
3105,7.299461
3106,7.729094
3108,7.568648
3110,7.15434
3112,7.3373294
3113,6.591827
3114,7.413656
3117,7.198418
3118,7.558864
3122,7.3434
3124,7.5101113
3126,7.0102816
3129,7.1630197
3131,7.1159277
3133,7.266563
3135,7.4465795
3138,7.455608
3140,7.4350433
3146,7.525657
3152,7.785779
3156,7.6247296
3157,6.8160367
3158,7.2528214
3159,7.3390718
3160,7.355603
3164,7.601154
3172,7.2716837
3174,7.42129
3175,7.247896
3177,7.217294
3183,7.3922815
3190,7.901094
3192,8.187887
3195,7.074533
3196,7.1803555
3203,7.1330695
3208,7.1789327
3209,7.577922
3210,7.3337026
3211,7.475575
3215,7.983868
3216,8.051054
3218,7.456797
3220,7.8047347
3224,7.5556464
3231,7.2247267
3234,7.4158216
3235,7.39833
3236,7.1050196
3237,7.0459776
3239,7.387242
3242,7.4348497
3245,7.1254306
3251,7.4255705
3254,7.2501035
3256,7.9378285
3258,6.9596224
3260,7.3307295
3267,7.016678
3268,7.331732
3270,7.323072
3272,7.5583096
3273,7.3275657
3274,7.557166
3276,7.295802
3277,7.815809
3279,7.6093655
3280,7.4060874
3282,7.4365535
3283,7.3971076
3286,7.5515428
3288,7.8886695
3290,6.8831873
3296,7.830656
3298,7.1878395
3301,7.1246524
3302,7.2199473
3304,7.745034
3305,6.624544
3309,7.206537
3311,7.5683584
3316,7.3491654
3317,7.7347836
3318,7.260752
3328,7.4023046
3330,7.5184894
3331,7.188673
3332,7.1997743
3334,7.3738537
3337,7.096716
3338,7.736448
3343,7.9932065
3346,7.595735
3353,6.9434805
3354,7.831089
3360,7.2057085
3366,7.1941547
3367,7.662388
3370,6.8979673
3371,7.596089
3372,7.4371505
3374,7.610993
3376,7.1801434
3378,7.453813
3379,7.431912
3382,8.020062
3383,7.3459277
3385,7.9410367
3386,7.364824
3396,7.7064514
3400,7.708678
3401,7.360082
3403,7.532397
3408,7.1415176
3412,7.366736
3415,7.5702043
3416,7.5371356
3420,7.272987
3422,7.257166
3424,7.5791306
3427,7.432503
3428,7.799794
3430,7.443139
3431,7.691316
3432,7.0148473
3440,7.9781384
3441,7.935756
3442,7.072553
3444,7.818948
3445,7.30367
3446,7.3162494
3449,7.1611753
3453,7.16364
3454,7.60591
3459,7.418703
3462,7.2271175
3463,7.2327614
3464,7.136558
3465,7.452867
3469,7.2049365
3470,7.3454976
3471,7.425081
3472,7.705993
3476,7.1501827
3477,7.1976895
3479,7.8834248
3493,7.806003
3494,7.8684034
3496,7.318576
3497,7.826049
3498,7.521592
3502,7.33552
3505,7.5266066
3506,7.765356
3508,8.042349
3512,7.092634
3513,7.378615
3514,7.2478127
3518,6.5668507
3520,7.7083406
3524,7.016112
3525,7.426964
3529,7.4854407
3530,7.293988
3532,7.412643
3535,7.622273
3539,7.195424
3540,7.3898625
3543,7.5563183
3547,7.715707
3548,7.345105
3549,7.5532913
3558,7.1085362
3561,7.4219174
3562,7.288385
3565,7.483039
3568,6.999806
3570,6.8492017
3581,7.2686877
3585,7.4582844
3586,7.9326515
3589,7.695716
3591,8.077864
3592,7.54539
3598,7.1888404
3602,7.4572306
3603,6.994801
3606,7.3033476
3610,7.068611
3611,7.446678
3612,7.947826
3614,7.470063
3619,7.440114
3620,7.2069764
3622,7.815384
3624,7.7829165
3628,7.13955
3630,7.39248
3639,7.080834
3642,7.0010695
3649,7.2530336
3650,7.3748875
3651,7.6078086
3652,7.141136
3654,7.4321995
3657,7.449091
3661,7.934048
3662,7.6145372
3664,7.683369
3670,7.305599
3673,7.277945
3677,7.4718456
3678,6.8993487
3679,8.174657
3682,7.8109875
3683,7.72118
3686,6.9994273
3687,7.148258
3690,7.861013
3692,7.407472
3694,6.907895
3697,7.1650095
3698,6.983768
3701,7.8057613
3702,7.6722383
3703,7.787899
3709,7.5831957
3712,7.290502
3717,7.0316687
3722,7.643317
3726,6.66159
3731,7.653618
3735,7.7048807
3736,7.1731114
3737,7.414419
3740,6.5921555
3741,7.4089055
3742,7.672688
3743,7.016471
3746,7.5134397
3749,8.097175
3750,7.1778913
3754,7.2671337
3758,7.282928
3759,7.962491
3760,7.461793
3766,7.872256
3767,7.3439136
3768,7.133804
3775,7.9309177
3777,7.1672826
3778,8.073643
3779,7.257324
3787,7.464935
3788,7.5235224
3789,8.068377
3791,7.738745
3792,7.7715793
3793,7.732439
3799,7.4629254
3800,7.0764594
3804,6.807162
3805,7.555058
3809,7.5707703
3812,7.0672894
3813,7.6856914
3815,6.9993916
3816,7.6443763
3817,7.8735266
3818,7.4488587
3820,7.49571
3822,8.008856
3830,7.117543
3832,7.152979
3834,7.370659
3835,7.5613604
3837,7.7956142
3838,7.4557076
3840,7.2889295
3845,7.602388
3847,7.533063
3848,6.680428
3849,7.1694183
3850,7.410587
3851,7.43128
3854,7.203369
3856,7.8478556
3858,7.6720824
3859,7.986621
3860,7.3342323
3861,7.8193274
3862,7.952973
3864,7.801199
3865,7.359998
3866,6.673142
3869,7.8799877
3872,7.2528067
3874,7.3086486
3876,7.9179583
3879,7.1762843
3880,7.6002283
3882,7.9485426
3883,8.362973
3884,7.3729286
3890,7.725729
3892,7.199561
3897,7.3965487
3899,7.2513123
3903,7.2824407
3906,7.5245633
3911,7.1534195
3915,7.587714
3916,7.3543315
3918,7.214575
3919,7.286688
3922,7.7866898
3926,7.296332
3930,7.4810243
3937,7.6224556
3940,7.523528
3943,7.493203
3956,7.494967
3957,7.5613265
3961,7.5713987
3962,7.4623055
3964,7.528304
3967,7.4323754
3969,7.4027615
3970,7.055686
3972,7.5069494
3975,7.5499616
3980,7.651139
3981,8.343861
3982,7.56755
3983,7.5250993
3988,7.447553
3989,7.7668276
3994,7.1490498
4002,7.467159
4003,7.0937653
4004,7.4524684
4006,7.323367
4009,7.294056
4011,7.4643354
4012,7.0780563
4015,8.257928
4016,6.579185
4018,7.590676
4021,7.1976423
4023,7.3608966
4024,7.5624366
4026,7.520942
4027,7.437906
4028,7.772991
4029,7.4908266
4032,7.434617
4033,7.5646877
4036,7.3594275
4038,7.1838326
4040,7.707374
4042,7.5365834
4043,7.4173446
4045,7.8961678
4048,7.3995943
4050,7.1899924
4051,7.4425077
4056,7.2740674
4060,7.8637686
4066,7.7557864
4068,8.566521
4070,7.2461233
4071,7.5869455
4072,7.215375
4073,7.2637615
4074,7.0914316
